Study_Sample	Species	Downsampling	Companion_Sample	Grouping_Sites	Non_Grouping_Sites	Ratio	Z_Score	P_Val	Significant_Bonferroni
xlc_3	xlc	0.01X	CarCor	3	517	0.576923076923077	0	0.5	No
xlc_3	xlc	0.01X	CarMyr	3	517	0.576923076923077	0	0.5	No
xlc_3	xlc	0.025X	CarLac	3	1286	0.23273855702094648	-1.125	0.13029451713680884	No
xlc_3	xlc	0.025X	CarPalm	4	1285	0.3103180760279286	-0.8749999999999999	0.19078695285251066	No
xlc_3	xlc	0.025X	CarMyr	5	1284	0.3878975950349108	-0.6249999999999999	0.2659855290487006	No
xlc_3	xlc	0.025X	CarOva	5	1284	0.3878975950349108	-0.6249999999999999	0.2659855290487006	No
xlc_3	xlc	0.05X	CarLac	6	2506	0.23885350318471338	-1.1111111111111112	0.1332602629025054	No
xlc_3	xlc	0.05X	CarOva	8	2504	0.3184713375796179	-0.8888888888888888	0.1870313987454413	No
xlc_3	xlc	0.01X	CarCat	10	510	1.9230769230769231	3.5	2.3262907903552494e-4	Yes
xlc_3	xlc	0.025X	CarCor	10	1279	0.7757951900698216	0.6250000000000001	0.26598552904870054	No
xlc_3	xlc	0.05X	CarMyr	15	2497	0.5971337579617835	-0.11111111111111108	0.4557641189546886	No
xlc_3	xlc	0.05X	CarPalm	15	2497	0.5971337579617835	-0.11111111111111108	0.4557641189546886	No
xlc_3	xlc	0.05X	CarCor	17	2495	0.6767515923566879	0.11111111111111108	0.4557641189546886	No
xlc_3	xlc	0.1X	CarLac	17	4809	0.3522585992540406	-1.0476190476190477	0.1474070790315272	No
xlc_3	xlc	0.25X	CarOva	18	11352	0.15831134564643798	-1.1566265060240963	0.12371249405856419	No
xlc_3	xlc	0.1X	CarOva	19	4807	0.39370078740157477	-0.9523809523809523	0.17045190796406515	No
xlc_3	xlc	0.025X	CarCat	19	1270	1.474010861132661	2.875	0.002020137489946002	Yes
xlc_3	xlc	0.1X	CarMyr	22	4804	0.45586406962287607	-0.8095238095238095	0.2091069565927449	No
xlc_3	xlc	0.25X	CarLac	31	11339	0.2726473175021988	-0.8433734939759036	0.19950979561421656	No
xlc_3	xlc	0.1X	CarPalm	35	4791	0.7252382925818484	-0.19047619047619044	0.4244679994402739	No
xlc_3	xlc	0.5X	CarOva	39	19976	0.19485385960529603	-1.1167883211678833	0.13204242176705344	No
xlc_3	xlc	0.1X	CarCor	43	4783	0.8910070451719851	0.19047619047619063	0.42446799944027386	No
xlc_3	xlc	0.05X	CarCat	44	2468	1.7515923566878981	3.1111111111111103	9.31923967514976e-4	Yes
xlc_3	xlc	0.25X	CarCor	50	11320	0.43975373790677225	-0.38554216867469865	0.3499178852090906	No
xlc_3	xlc	0.5X	CarLac	55	19960	0.2747939045715713	-0.8832116788321168	0.18856095635617634	No
xlc_3	xlc	0.25X	CarMyr	61	11309	0.5364995602462621	-0.12048192771084341	0.4520506974763986	No
xlc_3	xlc	0.25X	CarPalm	71	11299	0.6244503078276166	0.12048192771084341	0.4520506974763986	No
xlc_3	xlc	0.1X	CarCat	78	4748	1.6162453377538335	1.857142857142857	0.03164541611667266	No
xlc_3	xlc	0.5X	CarCor	90	19925	0.44966275293529856	-0.37226277372262767	0.35484860616024005	No
xlc_3	xlc	0.5X	CarMyr	97	19918	0.484636522608044	-0.2700729927007298	0.39355204951214223	No
xlc_3	xlc	0.5X	CarPalm	134	19881	0.6694978765925556	0.2700729927007298	0.39355204951214223	No
xlc_3	xlc	0.25X	CarCat	158	11212	1.3896218117854	2.216867469879518	0.013316074641679124	No
xlc_3	xlc	0.01X	CarAqu	170	350	32.69230769230769	83.5	0	Yes
xlc_3	xlc	0.5X	CarCat	297	19718	1.4838870846864851	2.6496350364963503	0.0040289381798689905	Yes
xlc_3	xlc	0.01X	CarIll	330	190	63.46153846153846	163.5	0	Yes
xlc_3	xlc	0.025X	CarAqu	443	846	34.3677269200931	108.875	0	Yes
xlc_3	xlc	0.05X	CarAqu	764	1748	30.4140127388535	83.1111111111111	0	Yes
xlc_3	xlc	0.025X	CarIll	800	489	62.06361520558572	198.125	0	Yes
xlc_3	xlc	0.1X	CarAqu	1458	3368	30.211355159552422	67.57142857142857	0	Yes
xlc_3	xlc	0.05X	CarIll	1643	869	65.406050955414	180.77777777777774	0	Yes
xlc_3	xlc	0.1X	CarIll	3154	1672	65.35433070866141	148.33333333333331	0	Yes
xlc_3	xlc	0.25X	CarAqu	3540	7830	31.13456464379947	83.71084337349397	0	Yes
xlc_3	xlc	0.5X	CarAqu	6122	13893	30.587059705221087	87.68613138686132	0	Yes
xlc_3	xlc	0.25X	CarIll	7441	3929	65.44415127528585	177.71084337349401	0	Yes
xlc_3	xlc	0.5X	CarIll	13181	6834	65.85560829377967	190.7372262773723	0	Yes
xlc_4	xlc	0.01X	CarMyr	0	513	0	-1	0.15865525393145705	No
xlc_4	xlc	0.01X	CarOva	0	513	0	-1	0.15865525393145705	No
xlc_4	xlc	0.01X	CarCor	2	511	0.3898635477582846	-0.5	0.30853753872598694	No
xlc_4	xlc	0.025X	CarOva	2	1249	0.15987210231814547	-1.037037037037037	0.14985929830560452	No
xlc_4	xlc	0.01X	CarLac	3	510	0.5847953216374269	-0.25	0.4012936743170763	No
xlc_4	xlc	0.025X	CarLac	3	1248	0.2398081534772182	-0.962962962962963	0.1677830551154279	No
xlc_4	xlc	0.05X	CarLac	4	2573	0.15521924718665114	-1.0227272727272727	0.15321840636734904	No
xlc_4	xlc	0.01X	CarCat	5	508	0.9746588693957114	0.25	0.4012936743170763	No
xlc_4	xlc	0.05X	CarOva	5	2572	0.19402405898331393	-0.9772727272727273	0.16421707561477067	No
xlc_4	xlc	0.1X	CarOva	7	4998	0.13986013986013987	-1.12	0.1313568810427307	No
xlc_4	xlc	0.025X	CarCor	10	1241	0.7993605115907274	-0.4444444444444445	0.3283606432818852	No
xlc_4	xlc	0.05X	CarMyr	14	2563	0.543267365153279	-0.5681818181818182	0.2849557579826671	No
xlc_4	xlc	0.025X	CarMyr	14	1237	1.1191047162270185	-0.14814814814814822	0.44111292596172424	No
xlc_4	xlc	0.05X	CarCor	15	2562	0.5820721769499418	-0.5227272727272727	0.30058202822394964	No
xlc_4	xlc	0.1X	CarLac	16	4989	0.3196803196803197	-0.88	0.18942965477671217	No
xlc_4	xlc	0.025X	CarCat	18	1233	1.4388489208633095	0.14814814814814806	0.4411129259617243	No
xlc_4	xlc	0.25X	CarOva	24	11065	0.21643069708720356	-1.0180722891566265	0.15432180163046447	No
xlc_4	xlc	0.25X	CarLac	27	11062	0.24348453422310395	-0.9819277108433735	0.16306773141681294	No
xlc_4	xlc	0.1X	CarCor	29	4976	0.5794205794205795	-0.5333333333333333	0.29690142860385127	No
xlc_4	xlc	0.1X	CarMyr	29	4976	0.5794205794205795	-0.5333333333333333	0.29690142860385127	No
xlc_4	xlc	0.5X	CarOva	36	20809	0.17270328615975056	-1.0824742268041239	0.13952093078140246	No
xlc_4	xlc	0.05X	CarCat	38	2539	1.474582848273186	0.5227272727272727	0.30058202822394964	No
xlc_4	xlc	0.01X	CarPalm	45	468	8.771929824561402	10.25	5.917176907365618e-25	Yes
xlc_4	xlc	0.25X	CarMyr	57	11032	0.5140229055821084	-0.6204819277108433	0.2674702743009645	No
xlc_4	xlc	0.5X	CarLac	60	20785	0.2878388102662509	-0.9175257731958762	0.17943359687168312	No
xlc_4	xlc	0.25X	CarCor	63	11026	0.5681305798539092	-0.5481927710843373	0.29177977262626625	No
xlc_4	xlc	0.01X	CarIll	69	444	13.450292397660817	16.25	1.1168221242476205e-59	Yes
xlc_4	xlc	0.1X	CarCat	69	4936	1.3786213786213788	0.5333333333333332	0.29690142860385127	No
xlc_4	xlc	0.5X	CarCor	88	20757	0.4221635883905013	-0.7250859106529209	0.23419966370056183	No
xlc_4	xlc	0.025X	CarPalm	110	1141	8.792965627498003	6.962962962962961	1.665947203133749e-12	Yes
xlc_4	xlc	0.5X	CarMyr	125	20720	0.5996641880546894	-0.47079037800687284	0.31889521820696104	No
xlc_4	xlc	0.25X	CarCat	154	10935	1.3887636396428893	0.5481927710843374	0.2917797726262662	No
xlc_4	xlc	0.025X	CarIll	216	1035	17.26618705035971	14.814814814814813	5.875633918662216e-50	Yes
xlc_4	xlc	0.05X	CarPalm	218	2359	8.459448971672487	8.704545454545455	1.5942501755452302e-18	Yes
xlc_4	xlc	0.5X	CarCat	262	20583	1.256896138162629	0.47079037800687296	0.318895218206961	No
xlc_4	xlc	0.01X	CarAqu	389	124	75.82846003898635	96.25000000000001	0	Yes
xlc_4	xlc	0.05X	CarIll	410	2167	15.909972836631741	17.431818181818183	2.36586523976909e-68	Yes
xlc_4	xlc	0.1X	CarPalm	417	4588	8.331668331668332	9.81333333333333	4.9327354458719603e-23	Yes
xlc_4	xlc	0.1X	CarIll	806	4199	16.103896103896105	20.186666666666664	6.411466003666764e-91	Yes
xlc_4	xlc	0.025X	CarAqu	878	373	70.18385291766587	63.85185185185184	0	Yes
xlc_4	xlc	0.25X	CarPalm	912	10177	8.224366489313734	9.680722891566266	1.820660412948367e-22	Yes
xlc_4	xlc	0.5X	CarPalm	1653	19192	7.929959222835212	10.030927835051546	5.573209849697443e-24	Yes
xlc_4	xlc	0.25X	CarIll	1760	9329	15.871584453061594	19.897590361445786	2.1348360898385983e-88	Yes
xlc_4	xlc	0.05X	CarAqu	1873	704	72.6814124951494	83.93181818181819	0	Yes
xlc_4	xlc	0.5X	CarIll	3171	17674	15.212281122571362	20.4639175257732	2.2579962513252185e-93	Yes
xlc_4	xlc	0.1X	CarAqu	3632	1373	72.56743256743256	95.54666666666664	0	Yes
xlc_4	xlc	0.25X	CarAqu	8092	2997	72.97321670123546	96.1867469879518	0	Yes
xlc_4	xlc	0.5X	CarAqu	15450	5395	74.1184936435596	104.85567010309278	0	Yes
xnuss_1	xnuss	0.01X	CarCor	2	296	0.6711409395973155	-1.7142857142857144	0.04323813274683281	No
xnuss_1	xnuss	0.01X	CarOva	6	292	2.013422818791946	-0.5714285714285717	0.28385458309867617	No
xnuss_1	xnuss	0.01X	CarPalm	6	292	2.013422818791946	-0.5714285714285717	0.28385458309867617	No
xnuss_1	xnuss	0.01X	CarAqu	7	291	2.348993288590604	-0.28571428571428586	0.38754848109799234	No
xnuss_1	xnuss	0.01X	CarCat	9	289	3.0201342281879198	0.2857142857142856	0.3875484810979924	No
xnuss_1	xnuss	0.025X	CarCor	11	686	1.5781922525107603	-1.277777777777778	0.10066389599150063	No
xnuss_1	xnuss	0.025X	CarPalm	11	686	1.5781922525107603	-1.277777777777778	0.10066389599150063	No
xnuss_1	xnuss	0.01X	CarMyr	13	285	4.3624161073825505	1.4285714285714282	0.07656372550983484	No
xnuss_1	xnuss	0.01X	CarLac	16	282	5.369127516778524	2.285714285714285	0.011135489479616414	No
xnuss_1	xnuss	0.025X	CarOva	16	681	2.295552367288379	-0.7222222222222221	0.23507893142883485	No
xnuss_1	xnuss	0.05X	CarCor	20	1332	1.4792899408284024	-1.8333333333333335	0.03337650758481723	No
xnuss_1	xnuss	0.025X	CarAqu	21	676	3.012912482065997	-0.16666666666666666	0.43381616738909634	No
xnuss_1	xnuss	0.05X	CarPalm	22	1330	1.6272189349112427	-1.6111111111111112	0.05357775351613628	No
xnuss_1	xnuss	0.025X	CarCat	24	673	3.443328550932568	0.16666666666666666	0.43381616738909634	No
xnuss_1	xnuss	0.025X	CarMyr	25	672	3.5868005738880915	0.27777777777777773	0.39059147543357503	No
xnuss_1	xnuss	0.05X	CarAqu	34	1318	2.514792899408284	-0.2777777777777777	0.39059147543357503	No
xnuss_1	xnuss	0.05X	CarMyr	36	1316	2.6627218934911245	-0.055555555555555323	0.4778479356582179	No
xnuss_1	xnuss	0.05X	CarOva	37	1315	2.7366863905325447	0.055555555555555844	0.4778479356582177	No
xnuss_1	xnuss	0.05X	CarCat	40	1312	2.9585798816568047	0.38888888888888884	0.348679170938738	No
xnuss_1	xnuss	0.1X	CarCor	46	2640	1.7125837676842888	-2.115384615384616	0.017198589971619223	No
xnuss_1	xnuss	0.025X	CarLac	52	645	7.4605451936872305	3.2777777777777777	5.231386460026711e-4	Yes
xnuss_1	xnuss	0.1X	CarPalm	57	2629	2.122114668652271	-1.2692307692307696	0.10217938495690158	No
xnuss_1	xnuss	0.1X	CarOva	67	2619	2.494415487714073	-0.5	0.30853753872598694	No
xnuss_1	xnuss	0.1X	CarMyr	69	2617	2.5688756515264335	-0.3461538461538462	0.36461354920831424	No
xnuss_1	xnuss	0.1X	CarCat	78	2608	2.9039463886820553	0.3461538461538462	0.36461354920831424	No
xnuss_1	xnuss	0.1X	CarAqu	83	2603	3.090096798212956	0.7307692307692303	0.23246006031229063	No
xnuss_1	xnuss	0.25X	CarCor	97	6045	1.579290133507001	-1.8181818181818177	0.03451817399720768	No
xnuss_1	xnuss	0.05X	CarLac	104	1248	7.6923076923076925	7.500000000000002	3.190891672910853e-14	Yes
xnuss_1	xnuss	0.25X	CarPalm	117	6025	1.9049169651579292	-1.2987012987012982	0.09702322911425797	No
xnuss_1	xnuss	0.5X	CarCor	138	10916	1.248416862674145	-1.9149999999999998	0.027746251805307903	No
xnuss_1	xnuss	0.25X	CarMyr	143	5999	2.3282318463041354	-0.6233766233766231	0.26651852800711917	No
xnuss_1	xnuss	0.25X	CarOva	158	5984	2.5724519700423314	-0.23376623376623376	0.4075832324303368	No
xnuss_1	xnuss	0.25X	CarAqu	176	5966	2.865516118528167	0.23376623376623376	0.4075832324303368	No
xnuss_1	xnuss	0.5X	CarPalm	182	10872	1.6464628188890897	-1.4749999999999999	0.07010627171122316	No
xnuss_1	xnuss	0.25X	CarCat	194	5948	3.158580267014002	0.7012987012987018	0.24155831202171565	No
xnuss_1	xnuss	0.1X	CarLac	210	2476	7.81831720029784	10.5	4.319006317809231e-26	Yes
xnuss_1	xnuss	0.01X	CarIll	239	59	80.20134228187919	66	0	Yes
xnuss_1	xnuss	0.5X	CarMyr	277	10777	2.505880224353175	-0.5250000000000001	0.2997915954686959	No
xnuss_1	xnuss	0.5X	CarOva	327	10727	2.9582051745974307	-0.024999999999999984	0.49002748180476197	No
xnuss_1	xnuss	0.5X	CarAqu	332	10722	3.0034376696218565	0.024999999999999984	0.49002748180476197	No
xnuss_1	xnuss	0.5X	CarCat	355	10699	3.211507146734214	0.255	0.3993615496156175	No
xnuss_1	xnuss	0.25X	CarLac	484	5658	7.880169325952459	8.233766233766234	9.07087732679546e-17	Yes
xnuss_1	xnuss	0.025X	CarIll	537	160	77.0444763271162	57.16666666666667	0	Yes
xnuss_1	xnuss	0.5X	CarLac	900	10154	8.141849104396599	5.704999999999999	5.817154439351571e-9	Yes
xnuss_1	xnuss	0.05X	CarIll	1059	293	78.3284023668639	113.61111111111111	0	Yes
xnuss_1	xnuss	0.1X	CarIll	2076	610	77.28965003723009	154.03846153846155	0	Yes
xnuss_1	xnuss	0.25X	CarIll	4773	1369	77.71084337349397	119.63636363636363	0	Yes
xnuss_1	xnuss	0.5X	CarIll	8543	2511	77.2842409987335	82.13499999999998	0	Yes
